235,55,317,96,309,111,227,71
225,72,273,96,266,111,218,87
217,87,260,113,252,127,208,101
271,95,301,109,293,124,264,109
313,95,418,152,410,167,305,111
206,105,232,120,224,133,198,118
259,109,299,133,291,147,250,123
295,114,316,114,316,130,295,130
228,116,254,129,247,143,221,130
197,121,241,146,233,160,189,135
253,128,304,155,296,169,245,142
298,128,337,151,328,166,289,143
188,138,213,153,205,166,180,152
239,143,281,166,273,180,231,157
334,147,390,179,382,194,326,162
210,149,280,186,272,202,202,164
414,149,442,164,435,178,407,163
178,154,222,180,214,194,170,168
278,162,305,176,298,191,271,177
165,176,189,176,189,195,165,195
221,176,262,200,253,215,212,190
298,181,320,181,320,200,298,200
386,177,426,197,419,211,379,191
191,183,217,196,209,210,183,197
323,186,377,214,370,229,316,201
448,185,484,207,475,222,439,200
159,188,203,214,195,228,150,203
215,194,249,215,240,229,206,208
259,197,290,210,283,226,252,213
149,206,175,220,167,234,141,220
201,211,243,234,235,248,194,225
285,211,316,227,309,242,278,226
245,213,276,228,269,242,238,226
171,217,214,238,206,253,164,232
427,218,465,241,457,256,419,232
140,222,184,249,176,263,131,236
310,229,327,229,327,245,310,245
241,229,290,257,281,273,232,245
329,231,359,247,351,262,320,246
567,230,683,291,673,310,557,249
210,238,234,252,227,265,202,251
130,240,155,256,146,269,122,253
182,245,224,269,215,283,173,260
558,247,637,289,628,306,549,264
153,251,179,265,170,280,144,266
409,251,448,274,439,289,400,265
289,254,365,295,356,312,280,271
120,256,165,283,156,298,111,270
177,264,205,281,197,295,168,278
221,264,311,312,302,328,213,280
546,269,566,269,566,287,546,287
108,273,166,303,158,318,101,288
568,274,630,308,622,323,559,290
201,281,226,291,221,304,195,294
162,280,205,304,197,318,154,294
539,282,569,291,564,309,534,300
392,285,430,309,421,323,383,299
678,290,714,312,704,327,669,305
99,293,153,319,146,334,91,308
567,293,675,348,666,365,558,310
534,297,575,319,566,335,525,313
202,299,247,325,238,340,193,314
164,303,204,324,197,338,156,318
628,304,656,322,648,336,619,319
89,310,142,336,135,351,82,324
526,313,585,343,577,359,518,329
571,321,584,321,584,337,571,337
155,320,212,350,205,365,147,335
246,322,302,352,293,367,238,337
377,321,413,344,404,358,368,335
655,319,705,344,697,361,647,336
80,324,114,343,106,358,71,339
203,323,248,346,240,362,195,338
587,328,615,338,610,354,581,343
518,328,598,371,590,386,510,344
143,336,189,360,181,375,135,351
613,342,643,352,637,368,607,358
113,343,194,384,186,399,105,357
70,341,244,431,235,447,62,357
580,348,595,348,595,363,580,363
510,347,551,368,542,385,501,363
701,346,750,367,744,383,694,363
246,348,277,361,271,375,240,362
213,350,246,367,239,382,205,365
598,350,632,369,623,385,589,366
358,355,393,378,383,393,348,370
642,357,672,367,666,384,636,374
277,361,367,408,360,423,269,376
190,362,240,385,234,400,183,377
501,363,615,421,606,438,492,380
549,367,573,380,565,394,541,381
630,365,668,388,658,404,620,381
672,367,714,392,705,408,663,383
747,369,776,382,769,399,739,385
247,372,282,384,277,399,242,387
569,384,587,384,587,401,569,401
193,381,260,417,251,433,184,397
773,383,803,396,796,412,767,400
242,385,284,408,276,423,234,401
664,386,692,400,685,415,657,401
283,388,378,435,371,450,275,402
588,392,609,392,609,411,588,411
712,391,738,403,731,418,705,405
800,394,854,421,845,439,791,412
690,398,723,415,716,431,682,414
486,399,515,414,507,429,478,414
609,406,630,406,630,423,609,423
736,404,768,418,761,434,729,421
367,407,418,436,410,451,358,422
286,410,369,453,361,468,278,426
634,413,664,426,658,441,627,428
508,417,522,417,522,432,508,432
257,417,323,450,315,466,249,432
769,419,795,436,786,449,760,433
487,420,521,440,512,455,478,435
619,423,672,452,663,468,611,440
661,430,677,430,677,446,661,446
791,436,807,436,807,453,791,453
243,430,308,466,300,482,234,446
678,436,710,449,704,465,672,452
381,438,409,451,401,466,374,452
479,437,522,461,513,476,470,452
519,437,559,456,551,472,511,453
804,443,820,443,820,459,804,459
826,446,858,468,848,482,815,460
321,449,350,466,342,480,313,463
712,449,747,471,737,487,702,465
370,453,402,467,395,483,363,468
470,452,514,478,505,494,461,468
556,457,584,471,576,486,548,472
516,465,536,465,536,479,516,479
349,463,392,488,384,502,341,478
305,464,379,501,372,516,297,479
537,469,560,481,553,495,530,484
743,474,752,474,752,485,743,485
582,468,624,493,615,509,573,483
459,471,500,491,493,506,452,485
507,482,529,482,529,497,507,497
761,482,772,482,772,497,761,497
559,479,594,500,585,515,550,494
776,486,811,503,803,518,768,501
530,487,565,506,557,521,522,502
455,488,498,513,489,528,446,504
497,491,533,508,526,523,490,507
621,491,655,506,648,522,614,507
594,497,624,514,616,529,585,512
811,502,836,517,827,532,801,516
561,510,587,510,587,529,561,529
646,510,662,510,662,524,646,524
532,508,559,523,551,537,524,522
491,517,513,517,513,532,491,532
622,513,648,524,641,540,615,529
665,513,705,535,697,550,657,528
588,518,630,537,623,553,581,534
515,521,550,541,542,556,506,537
553,527,580,527,580,546,553,546
646,524,685,546,677,561,638,539
582,535,608,548,600,562,574,549
549,538,575,551,568,567,541,554
626,540,659,549,655,566,621,558
683,544,718,562,710,577,675,560
606,546,647,566,639,582,598,563
658,552,689,567,681,583,651,568
577,553,606,568,598,584,569,569
717,562,753,580,745,595,709,577
685,570,710,579,704,594,680,585
600,574,622,574,622,590,600,590
620,582,639,582,639,598,620,598
709,579,733,591,725,607,701,595
643,586,671,603,662,618,634,601
727,595,748,595,748,611,727,611
667,606,690,606,690,624,667,624
687,619,710,619,710,636,687,636
711,627,738,636,734,652,706,644
735,637,767,650,760,666,729,653
